"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT"
2001566,"  1566 Icarus (1949 MA)",1566,Icarus,,Y,Y,16.35,,,,,,,1.0,,0.51,2.2726,,0.774,0.520,,,,,,"JPL 126",2459600.5,59600,20220121.0000000,J2000,.8269435773988872,1.078092896249167,.1865708998565535,22.80421609750081,87.96160578064956,31.43750761745641,.3302900481594904,1.969614892641781,.8804806119135474,2459600.124875274151,20220120.6248753,408.8676060880119,1.11941849716088,.0341948,13.307590316,3.21577,5.298,2.7829E-8,2.9039E-9,3.0009E-8,8.8338E-6,3.4733E-6,5.3854E-6,8.0403E-6,5.3053E-9,3.5574E-9,9.1302E-6,1.652E-6,APO,"Otto Matic",26339,1949-07-01,2021-08-11,1078,10,13,0,.34741,,,-3.050593663835279E-15,,
2001620,"  1620 Geographos (1951 RA)",1620,Geographos,,Y,Y,15.34,,,,,,,2.56,5.0x2.0x2.1,0.290,5.22204,,0.862,0.471,,S,S,,0.15,"JPL 659",2459600.5,59600,20220121.0000000,J2000,.3353623816369846,1.245689288364447,.8279319618388654,13.33753650518452,337.1849253008392,276.9463790332624,300.4925457208672,1.663446614890028,.7089073495972811,2459684.442498710076,20220414.9424987,507.8237659752156,1.39034569739963,.0309188,12.032669396,3.45353,5.074,8.4411E-9,7.9029E-10,1.0628E-8,4.3909E-7,2.0098E-6,2.7725E-6,2.5009E-6,1.0553E-9,6.7461E-10,3.5779E-6,4.8326E-7,APO,"Otto Matic",25738,1951-09-14,2022-03-03,4789,3,4,0,.34222,,,-3.125407192334143E-15,,
2001685,"  1685 Toro (1948 OA)",1685,Toro,,Y,N,14.34,,,,,,,3.4,,0.31,10.1995,,0.880,0.470,,S,S,,,"JPL 614",2459600.5,59600,20220121.0000000,J2000,.435966790549019,1.367465568905196,.7712959936433091,9.382739662870495,274.2362441040706,127.2114688956593,300.0617970060148,1.963635144167082,.6163529425209864,2459697.746559331457,20220428.2465593,584.0809302013549,1.59912643450063,.0507936,19.767345312,3.48237,4.715,3.803E-9,6.9595E-10,4.9581E-9,4.3408E-7,1.6511E-6,2.0048E-6,1.391E-6,9.9936E-10,4.7053E-10,2.3211E-6,4.4589E-7,APO,"Otto Matic",26681,1948-07-17,2021-08-04,3641,7,2,0,.32031,,,-3.333019965066383E-15,,
2001862,"  1862 Apollo (1932 HA)",1862,Apollo,,Y,Y,16.11,0.09,,,,,,1.5,,0.25,3.065,,0.819,0.481,,Q,Q,,,"JPL 406",2459600.5,59600,20220121.0000000,J2000,.5600430467684888,1.470502475665496,.6469577889131861,6.353083959607706,35.56898395866096,286.0386654157626,60.20237548613287,2.294047162417806,.5527203235430693,2459491.579859158749,20211004.0798592,651.3239782686369,1.7832278665808,.0259308,10.091489436,3.06904,4.414,1.1587E-8,4.8245E-10,1.7074E-8,2.8783E-6,1.7127E-5,1.7527E-5,2.5296E-6,7.5265E-10,2.7201E-10,4.5296E-6,3.2054E-7,APO,"Otto Matic",33329,1930-12-13,2022-03-14,2282,8,9,0,.46564,,,-3.806949547508727E-15,,
2002062,"  2062 Aten (1976 AA)",2062,Aten,,Y,N,17.1,,,,,,,1.1,,0.26,42.15,,0.930,0.460,,Sr,S,,,"JPL 149",2459600.5,59600,20220121.0000000,J2000,.1827720931291991,.9669087478156669,.7901848121124645,18.9345273941421,108.5428491298942,148.0586126391113,21.46549438015371,1.143632683518869,1.036634932987982,2459579.793101460239,20211231.2931015,347.2775116330888,0.95079400857793,.113334,44.10619278,3.92473,6.183,1.4182E-9,8.825E-10,1.2391E-9,7.1108E-7,1.4141E-6,1.6911E-6,3.786E-6,1.0438E-9,1.4192E-9,3.6246E-6,4.7544E-7,ATE,Giorgini,23339,1955-12-17,2019-11-10,1024,5,2,0,.34905,,,-1.060848761330574E-14,,
2002100,"  2100 Ra-Shalom (1978 RA)",2100,Ra-Shalom,,Y,N,16.23,0.12,,,,,,2.3,,0.13,19.797,,0.712,0.310,,Xc,C,,0.2,"JPL 278",2459600.5,59600,20220121.0000000,J2000,.4366225897512973,.8320365409512531,.4687505916734057,15.75469882254304,170.7911208041433,356.0722497702863,230.936934682,1.1953224902291,1.298645078936776,2459699.882862501328,20220430.3828625,277.212000290902,0.75896509319891,.15045,58.5506265,3.77433,6.946,1.343E-8,7.4062E-10,1.1149E-8,4.4465E-7,3.2099E-6,2.4481E-6,3.648E-6,1.064E-9,1.734E-9,2.9277E-6,3.7013E-7,ATE,"Otto Matic",16862,1975-10-03,2021-12-02,2022,8,2,0,.36003,,,-3.413131296194982E-15,,
2002101,"  2101 Adonis (1936 CA)",2101,Adonis,,Y,Y,18.64,,,,,,,0.6,,,,,,,,,,,,"JPL 45",2459600.5,59600,20220121.0000000,J2000,.7641879382987461,1.873943848078716,.4418985623278233,1.32189202413033,349.4908620618594,43.6048658117942,206.631568556073,3.305989133829608,.3842104863112625,2459999.678150800595,20230224.1781508,936.9863989301721,2.56532894984304,.0115678,4.501840726,2.14722,3.551,5.9504E-8,9.0605E-9,1.1169E-7,9.8883E-6,.00045023,.00045046,8.9196E-6,1.5984E-8,2.7865E-9,2.4268E-5,6.7955E-6,APO,"Otto Matic",30790,1936-02-21,2020-06-09,119,0,5,0,.39092,,,-3.266035344665914E-14,,
2002340,"  2340 Hathor (1976 UA)",2340,Hathor,,Y,Y,20.33,,,,,,,0.3,,,3.35,,0.770,0.500,,Sq,CSU,,,"JPL 61",2459600.5,59600,20220121.0000000,J2000,.449850930122026,.8437172906245873,.4641702826770809,5.859655894544813,211.3146607793337,40.0767799082648,221.7896008877113,1.223264298572094,1.271770215911128,2459709.175606161504,20220509.6756062,283.0700039174034,0.77500343303875,.0068831,2.678696027,3.8133,6.883,4.0277E-8,2.328E-9,3.4651E-8,5.061E-6,1.5007E-5,1.5994E-5,1.072E-5,3.3753E-9,5.2637E-9,8.8459E-6,1.1716E-6,ATE,Giorgini,15431,1976-10-25,2019-01-24,454,4,3,0,.36814,,,-3.068053568809521E-14,,
2003200,"  3200 Phaethon (1983 TB)",3200,Phaethon,,Y,Y,14.40,,,,,,,6.25,,0.1066,3.604,,,,,B,F,,0.15,"JPL 777",2459600.5,59600,20220121.0000000,J2000,.8897708201716021,1.27140157358847,.1401455526891915,22.25528305083107,265.2230881277192,322.1747308433291,281.5012575683777,2.402657594487749,.6875114841298315,2459714.678081739211,20220515.1780817,523.6276168617667,1.43361428298909,.0194639,7.574765963,2.73356,4.510,9.0529E-10,1.0148E-9,1.0829E-9,2.931E-7,8.1467E-7,7.5513E-7,9.214E-7,1.9178E-9,8.2316E-10,1.475E-6,6.2694E-7,APO,"Davide Farnocchia",13875,1983-10-27,2021-10-22,5090,8,0,0,.3009,,,-5.559790662341866E-15,,
2003361,"  3361 Orpheus (1982 HR)",3361,Orpheus,,Y,Y,19.39,,,,,,,0.3,,0.357,3.5327,,1.022,0.503,,,,,,"JPL 179",2459600.5,59600,20220121.0000000,J2000,.3231489848284043,1.210595967628813,.8193931096522026,2.661233529590842,188.6885143702806,302.3634067691015,4.380042582961717,1.601798825605424,.739954881221099,2459594.580662626708,20220115.0806626,486.5161500197358,1.33200862428401,.0140787,5.479007679,3.44753,5.210,3.6547E-8,1.7439E-9,4.4323E-8,2.2777E-6,3.6047E-5,3.5976E-5,1.2829E-6,2.3075E-9,1.5989E-9,1.7343E-6,1.0513E-6,APO,Giorgini,14537,1982-04-24,2022-02-10,1147,2,0,0,.33934,,,1.884341958392691E-14,,
2003908,"  3908 Nyx (1980 PA)",3908,Nyx,,Y,N,17.34,,,,,,,1.0,,0.23,4.42601,,,,,V,V,,0.15,"JPL 237",2459600.5,59600,20220121.0000000,J2000,.4591250579467502,1.927861027349518,1.042731721454389,2.185326058053095,261.2236695128318,126.5961187249243,157.4519906314729,2.812990333244648,.3682056836094425,2459172.880336207730,20201119.3803362,977.7144026430991,2.6768361468668,.0573912,22.334933304,2.64892,3.780,2.3484E-9,1.935E-9,4.5676E-9,6.9569E-7,2.5082E-5,2.4915E-5,2.3454E-6,2.8234E-9,5.5435E-10,5.7527E-6,1.472E-6,AMO,"Otto Matic",15235,1980-08-06,2022-04-23,1944,15,1,0,.46099,,,1.220850134278939E-14,,
2004034,"  4034 Vishnu (1986 PA)",4034,Vishnu,,Y,Y,18.41,,,,,,,0.42,,0.52,44.4,,,,,O,,,,"JPL 92",2459600.5,59600,20220121.0000000,J2000,.4440016891842958,1.059534168647892,.5890992080197494,11.16865188777457,157.9054521139647,296.717110944629,76.70987283919499,1.529969129276035,.9037152767221404,2459515.617211344010,20211028.1172113,398.3555543132496,1.09063806793497,.0199444,7.761762148,3.68506,5.704,5.918E-8,5.0513E-9,6.4252E-8,7.0617E-6,2.193E-5,2.0639E-5,1.0912E-5,7.2941E-9,6.4626E-9,1.1764E-5,2.8487E-6,APO,"Otto Matic",12824,1986-08-02,2021-09-11,565,0,1,0,.43106,,,-3.958228380649474E-14,,
2004179,"  4179 Toutatis (1989 AC)",4179,Toutatis,,Y,Y,15.32,0.10,,,,,,5.4,1.70x2.03x4.26,0.405,176.,,,,,Sk,,,,"JPL 618",2459600.5,59600,20220121.0000000,J2000,.6242840803185894,2.544855135558365,.956142587712272,.4482457267861819,125.222708408037,277.9696180936656,96.91674429054952,4.133567683404459,.2427780818370539,2459201.301095563489,20201217.8010956,1482.835671473928,4.05978281033245,.0065665,2.555484805,1.29324,3.137,1.3413E-9,5.002E-10,3.5829E-9,1.7484E-7,2.2093E-5,2.1663E-5,2.5672E-7,8.1246E-10,7.1578E-11,9.4246E-7,4.3718E-7,APO,"Otto Matic",32227,1934-02-10,2022-05-06,6627,35,28,0,.27401,,-3.064373112830356E-13,-7.726515700411878E-15,,
2004581,"  4581 Asclepius (1989 FC)",4581,Asclepius,,Y,Y,20.79,,,,,,,,,,8.008,,,,,,,,,"JPL 111",2459600.5,59600,20220121.0000000,J2000,.3569194978886195,1.02271638137779,.657688964053963,4.917512503827584,180.2061164959497,255.3611244844076,339.0648175036602,1.387743798701617,.9529525036861789,2459622.468757535511,20220211.9687575,377.7732873437659,1.03428689211161,.00343079,1.3351605443,3.87602,5.913,6.0239E-8,4.7671E-9,5.8643E-8,2.4526E-6,2.0259E-5,2.0471E-5,1.6116E-5,6.4686E-9,6.6629E-9,1.7061E-5,2.6413E-6,APO,"Otto Matic",11706,1989-03-31,2021-04-18,424,2,2,0,.47405,,,-3.578106177373333E-14,,
2004660,"  4660 Nereus (1982 DB)",4660,Nereus,,Y,Y,18.67,,,,,,,0.33,,0.55,15.1,,,,,Xe,,,0.05,"JPL 254",2459600.5,59600,20220121.0000000,J2000,.3589358717800605,1.485548148289695,.9523316286120785,1.453966203130673,313.1524567275735,159.5422240496098,7.325492462858139,2.018764667967311,.5443446706791761,2459587.042547658787,20220107.5425477,661.3456866415718,1.81066580873805,.00399536,1.5548742512,3.10204,4.500,6.5959E-10,2.5791E-9,2.5806E-9,1.73E-7,9.2325E-6,1.0079E-5,3.889E-7,3.5048E-9,1.4176E-9,7.3628E-7,1.7223E-6,APO,"Otto Matic",14828,1981-09-30,2022-05-06,2675,20,17,0,.27671,,,1.395879204740529E-14,,
2004688,"  4688 (1980 WF)",4688,,,Y,N,19.48,,,,,,,0.6,,0.18,,,0.930,0.463,,V,QU,,,"JPL 70",2459600.5,59600,20220121.0000000,J2000,.5176422981197897,2.232518882265551,1.076872677453787,6.374365796747105,241.2261703538312,213.8428264602764,109.7602175699365,3.388165087077315,.2954686192985873,2459229.021574201361,20210114.5215742,1218.40350036022,3.33580698250574,.108825,42.35142525,1.8545,3.445,4.0207E-8,5.5325E-9,9.0231E-8,5.014E-6,2.8126E-5,3.1995E-5,6.1986E-6,8.3964E-9,1.0983E-9,2.0265E-5,4.5291E-6,AMO,"Otto Matic",14739,1980-11-29,2021-04-07,332,,,0,.43787,,,-3.776027381299976E-14,,
2005604,"  5604 (1992 FE)",5604,,,Y,Y,17.27,,,,,,,0.55,,0.48,5.3375,,,,,V,,,,"JPL 187",2459600.5,59600,20220121.0000000,J2000,.4060568324688693,.9285677851215307,.5515164915624482,4.715260701109741,311.9045574584018,82.6545785758486,248.4938201221342,1.305619078680613,1.101497853139279,2459701.731409176216,20220502.2314092,326.8276910154628,0.894805451103252,.0336152,13.082027384,4.13305,6.373,1.3188E-8,4.3069E-9,1.3492E-8,2.5903E-6,1.6402E-5,1.5704E-5,1.339E-5,6.0557E-9,7.6635E-9,1.2836E-5,2.2738E-6,ATE,"Otto Matic",16041,1976-04-23,2020-03-24,940,6,0,0,.38161,,,-2.651090829484207E-14,,
2006489,"  6489 Golevka (1991 JX)",6489,Golevka,,Y,Y,19.2,,,,,,,0.53,,0.151,6.026,,,,,Q,,,0.03,"JPL 106",2459600.5,59600,20220121.0000000,J2000,.6125237576105257,2.485624420296622,.9631204103680505,2.265525929658602,209.4911798299987,68.65835078030132,260.5480128657788,4.008128430225193,.251507426455907,2459995.923660190235,20230220.4236602,1431.369264410621,3.91887546724332,.0250418,9.745517306,1.16791,3.185,2.4174E-9,1.7186E-9,5.5475E-9,6.1867E-7,2.1807E-5,2.27E-5,1.3024E-6,2.7713E-9,2.6084E-10,5.5876E-6,1.4845E-6,APO,"Otto Matic",8968,1991-04-15,2015-11-03,1017,20,20,0,.629,,,-1.216748809307156E-14,,
2007341,"  7341 (1991 VK)",7341,,,Y,Y,16.97,,,,,,,0.982,,0.235,4.2096,,,,,Sq,,,0.316,"JPL 424",2459600.5,59600,20220121.0000000,J2000,.5061787356939145,1.842833801694775,.910030517858904,5.412326813480368,294.7722705414416,173.5140809128596,3.341664181997053,2.775637085530646,.3939805839086703,2459592.018200849279,20220112.5182008,913.7506128562228,2.50171283465085,.0475941,18.522195897,2.38199,3.845,2.0827E-9,3.7144E-10,3.8036E-9,1.3883E-6,1.3687E-5,1.2849E-5,7.5066E-7,5.5946E-10,1.1912E-10,1.9053E-6,2.7626E-7,APO,"Otto Matic",11193,1991-09-12,2022-05-05,2264,10,3,0,.32512,,,-5.407700144571092E-15,,
2007753,"  7753 (1988 XB)",7753,,,Y,Y,17.96,,,,,,,,,,42.2,,,,,B,,,,"JPL 221",2459600.5,59600,20220121.0000000,J2000,.4816676282850365,1.467029915150726,.7604090952968773,3.124607221825761,73.39572714549459,280.0588753494796,261.2226468190291,2.173650735004574,.5546839748444278,2459778.578613518040,20220718.0786135,649.018209154085,1.77691501479558,.00659342,2.5659612614,3.27216,4.476,8.768E-9,1.6429E-9,1.297E-8,3.5973E-6,2.4985E-5,2.5396E-5,6.8499E-7,2.4342E-9,9.3175E-10,1.4602E-6,1.0902E-6,APO,"Otto Matic",12204,1988-12-05,2022-05-05,1252,8,9,0,.38412,,,-1.037257809241981E-14,,
2008014,"  8014 (1990 MF)",8014,,,Y,Y,18.89,,,,,,,0.7,,,50.09,,,,,,,,,"JPL 175",2459600.5,59600,20220121.0000000,J2000,.4561723436444016,1.747366086474157,.9502660036024948,1.866952810451232,209.8491162793289,114.7395045507833,224.6438729211244,2.54446616934582,.4267054797788696,2459917.712066620332,20221204.2120666,843.6732525360625,2.30985147853816,.0170024,6.616824008,2.81443,4.009,8.0764E-9,6.2292E-9,1.3688E-8,5.2053E-7,5.7138E-5,5.7078E-5,1.5177E-6,9.0708E-9,2.2818E-9,4.9208E-6,4.5114E-6,APO,"Otto Matic",11615,1990-06-14,2022-04-02,1260,9,12,0,.28876,,,-2.312327639385095E-14,,
2010302," 10302 (1989 ML)",10302,,,Y,N,19.54,,,,,,,,,,19.164,,,,,X,,,,"JPL 128",2459600.5,59600,20220121.0000000,J2000,.1363639594038825,1.27225064933392,1.098761513436586,4.378032113798712,104.3380473562688,183.3607162548286,240.6532859958561,1.445739785231254,.6868233509546833,2459774.266244025123,20220713.7662440,524.1522430761864,1.43505063128319,.0835183,32.502816811,3.64509,5.067,3.9812E-8,3.6127E-9,5.2051E-8,2.5279E-6,4.4368E-5,4.6765E-5,1.5083E-5,4.1053E-9,2.9254E-9,2.1755E-5,2.2326E-6,AMO,"Otto Matic",12022,1989-06-06,2022-05-06,603,,,0,.50468,,,4.556324235582053E-14,,
2022753," 22753 (1998 WT)",22753,,,Y,Y,17.69,,,,,,,,,,10.24,,,,,,,,,"JPL 259",2459600.5,59600,20220121.0000000,J2000,.569823656234307,1.218981558431788,.5243770299239929,3.204224715998883,307.4069364090209,324.7668100960536,152.9709093199216,1.913586086939582,.732332605949423,2459391.618259548741,20210626.1182595,491.5799147482758,1.3458724565319,.0336325,13.088760025,3.21516,5.063,9.8597E-9,4.6933E-9,1.1184E-8,2.9326E-6,4.0204E-5,4.0163E-5,1.2608E-5,7.3677E-9,4.2294E-9,1.6183E-5,2.839E-6,APO,"Otto Matic",24257,1955-10-24,2022-03-23,1119,6,2,0,.48575,,,-1.818020118581029E-14,,
2025143," 25143 Itokawa (1998 SF36)",25143,Itokawa,,Y,Y,19.00,,,,,,,0.33,0.535x0.294x0.209,,12.132,2.1e-9,,,,S(IV),,,,"JPL 214",2459600.5,59600,20220121.0000000,J2000,.2801454367195995,1.324113866515009,.9531694091136841,1.621262665935889,69.07580246339566,162.7989862630228,215.7540063104839,1.695058323916333,.646868604613502,2459823.491180373797,20220831.9911804,556.5272412858816,1.52368854561501,.0127902,4.977562134,3.29273,4.898,2.0774E-9,3.9141E-9,1.9177E-9,2.7679E-7,6.5431E-6,6.5122E-6,6.9685E-6,5.0106E-9,2.8682E-9,1.1537E-5,2.4677E-6,APO,"Otto Matic",8588,1998-09-19,2022-03-25,951,19,18,0,.45057,,,-2.773569440139438E-14,,
2029075," 29075 (1950 DA)",29075,,,Y,Y,17.28,,,,,,,2.000,,0.070,2.1216,,,,,,,,0.200,"JPL 227",2459600.5,59600,20220121.0000000,J2000,.5079786422902229,1.698334951041111,.835617068457215,12.16997555574301,356.6543386597307,224.6701451280842,138.0168153616045,2.561052833625006,.4453167726583012,2459290.570476039520,20210317.0704760,808.4132961150193,2.21331497909656,.0401828,15.637940276,2.48005,4.026,1.928E-8,1.1575E-9,3.3151E-8,4.0022E-6,6.2799E-6,7.7101E-6,2.7235E-6,1.7455E-9,4.5527E-10,5.8283E-6,8.2648E-7,APO,"Otto Matic",26216,1950-02-23,2021-12-03,935,8,4,0,.48981,,,-7.091642996125939E-15,,
2033342," 33342 (1998 WT24)",33342,,,Y,Y,18.02,,,,,,,0.432,,0.654,3.697,,,,,,,,0.028,"JPL 199",2459600.5,59600,20220121.0000000,J2000,.4175715423137998,.7188090297903809,.4186548345917255,7.367236522669781,81.67434839201479,167.5395589713477,210.0340921369848,1.018963224989036,1.617274681406007,2459693.227543185577,20220423.7275432,222.5966956256482,0.609436538331686,.0107635,4.188831295,4.00589,7.909,9.8077E-9,2.5798E-9,7.9168E-9,1.9077E-6,2.1358E-6,2.8118E-6,1.8532E-5,3.657E-9,8.7064E-9,1.1946E-5,1.1983E-6,ATE,"Otto Matic",8489,1998-11-24,2022-02-20,1838,16,1,0,.34497,,,-2.525763590794069E-14,,
2035107," 35107 (1991 VH)",35107,,,Y,Y,16.76,,,,,,,0.929,,0.408,2.6236,,,,,Sk,,,0.035,"JPL 516",2459600.5,59600,20220121.0000000,J2000,.1442664788267961,1.137326480552761,.9732483939269414,13.91164040468547,139.3492226049014,206.9399295080176,7.958519409537489,1.30140456717858,.8125991194518795,2459590.706093977919,20220111.2060940,443.0228773110534,1.2129305333636,.0246713,9.601329821,3.97698,5.473,2.0113E-8,2.9415E-9,2.1599E-8,7.6456E-7,5.1245E-6,8.4911E-6,1.081E-5,3.3659E-9,3.1525E-9,1.3273E-5,1.7187E-6,APO,"Shantanu Naidu",10717,1991-11-09,2021-03-13,3917,3,0,0,.3151,,,1.883069238363743E-15,,
2037655," 37655 Illapa (1994 PM)",37655,Illapa,,Y,Y,17.81,,,,,,,,,,2.6556,,,,,,,,,"JPL 120",2459600.5,59600,20220121.0000000,J2000,.752238664273742,1.47783194072031,.3661496156117923,18.02671347691097,139.5509542204689,303.8754089543316,66.35532525809457,2.589514265828829,.5486135130816809,2459479.549050605111,20210922.0490506,656.1996586227015,1.79657675187598,.0252517,9.827204089,2.82769,4.189,2.1422E-8,4.055E-9,3.1331E-8,5.1209E-6,5.6406E-6,6.3695E-6,5.6072E-6,7.1054E-9,2.258E-9,9.7922E-6,2.7008E-6,APO,"Otto Matic",9863,1994-08-01,2021-08-02,634,1,1,0,.37045,,,-1.17026455216615E-14,,
2054509," 54509 YORP (2000 PH5)",54509,YORP,,Y,N,22.7,,,,,,,,,,0.2029,,,,,,,,,"JPL 87",2459600.5,59600,20220121.0000000,J2000,.2300144697573189,1.005926870061926,.7745491344299926,1.599250343559419,278.2190884972943,278.9423685364949,202.4636371386387,1.237304605693859,.976909786479906,2459761.759888110049,20220701.2598881,368.5089503475916,1.00892251977438,.000517359,0.20134060203,3.71678,6.028,1.4107E-7,1.8699E-8,1.4306E-7,4.9896E-6,8.666E-5,8.3379E-5,9.0722E-5,2.3001E-8,2.724E-8,9.7358E-5,1.0275E-5,APO,"Otto Matic",1826,2000-08-03,2005-08-03,550,4,1,0,.39415,,,-8.777137486168143E-14,,
2065679," 65679 (1989 UQ)",65679,,,Y,Y,19.46,,,,,,,0.918,,0.033,7.746,,,,,B,,,0.010,"JPL 128",2459600.5,59600,20220121.0000000,J2000,.2645505774554932,.9147553359999033,.6727562836306351,1.302872866861745,178.09929243525,14.99712445507682,149.4426969396143,1.156754388369172,1.126540077344555,2459467.843648091175,20210910.3436481,319.5625324298989,0.874914530951126,.0141109,5.491538953,3.79516,6.497,2.5571E-7,2.2396E-9,2.3461E-7,5.6284E-6,.00010769,.00011031,4.1146E-5,2.8321E-9,4.1372E-9,3.6515E-5,1.1736E-6,ATE,"Otto Matic",23014,1954-11-20,2017-11-23,726,,,0,.47286,,,-4.123707114306655E-14,,
2065717," 65717 (1993 BX3)",65717,,,Y,Y,20.75,,,,,,,,,,20.33,,,,,,,,,"JPL 163",2459600.5,59600,20220121.0000000,J2000,.2809751469825407,1.395373327802911,1.003308101927971,2.808832301514706,174.7607992023497,290.9485143747053,226.6612617535679,1.787438553677851,.597954925948507,2459823.491286567166,20220831.9912866,602.0520684380172,1.64832872946754,.0476131,18.529590127,3.34738,4.722,7.4994E-9,6.2542E-9,9.0572E-9,1.1665E-6,1.8519E-5,1.7621E-5,2.4846E-6,8.0115E-9,4.0202E-9,4.8553E-6,4.0477E-6,APO,"Otto Matic",10452,1992-10-03,2021-05-16,1231,2,1,0,.30198,,,7.751450968886884E-14,,
2065803," 65803 Didymos (1996 GT)",65803,Didymos,,Y,Y,18.07,,,,,,,0.78,,,2.2593,,,,,Xk,,,0.08,"JPL 181",2459600.5,59600,20220121.0000000,J2000,.3838482230328272,1.644206917783226,1.013081014093853,3.407952385532195,73.19580068754534,319.3229511490275,232.0090776515427,2.275332821472599,.4674868157481625,2459874.285095187383,20221021.7850952,770.0751932947213,2.10835097411286,.0403473,15.701958741,3.16895,4.201,2.7439E-9,2.9779E-9,5.1528E-9,1.3275E-6,9.6758E-6,1.1002E-5,3.6428E-6,4.1209E-9,1.27E-9,8.2148E-6,2.0921E-6,APO,"Steve Chesley",9066,1996-04-11,2021-02-05,1046,5,0,0,.37476,,,-1.885839515169381E-14,,
2066391," 66391 Moshup (1999 KW4)",66391,Moshup,,Y,Y,16.59,,,,,,,1.317,"1.532 x 1.495 x 1.347",,2.7645,,,,,S:,,,0.040,"JPL 351",2459600.5,59600,20220121.0000000,J2000,.6883626075032764,.642371893703603,.2001871019669734,38.87892427121505,244.8999897749433,192.6452854896523,182.5701684342885,1.084556685440233,1.914362939076928,2459693.183486471622,20220423.6834865,188.0521152240785,0.5148586316881,.0139246,5.419036582,4.2247,8.497,5.9689E-9,6.3736E-10,3.8507E-9,8.325E-7,4.6995E-7,1.7247E-6,7.0056E-6,1.0761E-9,2.8491E-9,3.7922E-6,2.7988E-7,ATE,"Otto Matic",8486,1998-05-29,2021-08-22,3690,37,0,0,.2886,,,-4.965901172426662E-15,,
2066400," 66400 (1999 LT7)",66400,,,Y,N,19.29,,,,,,,0.411,,0.182,,,,,,,,,0.076,"JPL 103",2459600.5,59600,20220121.0000000,J2000,.5723904609305061,.8554953858718921,.3658179876287587,9.067290657797491,79.82673443416232,341.3599705025899,81.51597551784246,1.345172784115026,1.245597037467227,2459535.056704081767,20211116.5567041,289.0180284404152,0.791288236660959,.0592541,23.059918097,4.00031,6.739,5.1215E-8,3.6393E-9,4.3289E-8,5.3328E-6,1.9071E-5,1.9653E-5,1.5442E-5,5.7224E-9,7.9482E-9,1.217E-5,1.8442E-6,ATE,"Otto Matic",12466,1987-04-21,2021-06-07,522,,,0,.48997,,,-2.429007337731402E-14,,
2068950," 68950 (2002 QF15)",68950,,,Y,Y,16.36,,,,,,,1.650,,0.178,45.24,,,,,,,,0.555,"JPL 516",2459600.5,59600,20220121.0000000,J2000,.3443042353870787,1.057063846445854,.6931122870399901,25.15018162044484,236.2159606549383,255.5711874112507,227.6317211407722,1.421015405851718,.9068850545639119,2459746.459268148794,20220615.9592681,396.9632073968966,1.08682602983408,.00674437,2.6247064729,3.81401,5.689,1.5851E-9,6.2423E-10,1.4297E-9,6.4697E-7,1.0198E-6,2.0338E-6,7.1286E-7,8.3915E-10,8.0331E-10,7.8591E-7,3.5163E-7,APO,"Otto Matic",24191,1955-07-23,2021-10-15,2881,12,1,0,.35062,,,-6.389921407025317E-15,,
2085770," 85770 (1998 UP1)",85770,,,Y,N,20.42,,,,,,,,,,,,,,,,,,,"JPL 102",2459600.5,59600,20220121.0000000,J2000,.3451822761776399,.9980481199143544,.6535395981475034,33.1796291270255,18.33633488026739,234.2229515624283,208.3127699370494,1.342556641681205,.9885004072719563,2459753.951864002337,20220623.4518640,364.1880138355439,0.997092440343721,.0850758,33.108949086,3.76838,5.902,7.0272E-7,1.3402E-8,7.0796E-7,5.5704E-5,8.3847E-6,3.3563E-5,6.6728E-5,1.8028E-8,1.991E-8,6.8851E-5,7.3354E-6,ATE,"Otto Matic",11368,1990-10-12,2021-11-26,460,,,0,.37659,,,-4.954535291292522E-14,,
2085774," 85774 (1998 UT18)",85774,,,Y,Y,19.07,,,,,,,0.939,,0.042,55.,,,,,C,,,0.007,"JPL 169",2459600.5,59600,20220121.0000000,J2000,.3288655438954309,1.403029201843535,.9416212402780887,13.58618133298203,64.62839046195218,50.16989083916598,305.500480534681,1.864437163408982,.5930673403078249,2459692.394319179727,20220422.8943192,607.0136990061635,1.66191293362399,.0364226,14.174583242,3.30084,4.662,9.7513E-9,4.6895E-10,1.3727E-8,5.9387E-6,5.2323E-6,6.805E-6,1.7814E-6,6.2317E-10,2.9734E-10,3.0278E-6,3.0433E-7,APO,"Otto Matic",11787,1989-04-30,2021-08-07,763,4,4,0,.44832,,,-6.775674433464561E-15,,
